rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend
1424,Kepler-327,Transit,3,5.212333,0.000019,-0.000019,0,0.047,,,0,,,,,,,,,,,,,0.092,0.004,-0.004,0,,,,,,,,,0,1,3799,100,-100,0,0,0.55,,,0,0,0.49,0.02,-0.02,0,0
1425,Kepler-327,Transit,3,13.969457,0.000031,-0.000031,0,0.09,,,0,,,,,,,,,,,,,0.154,0.009,-0.009,0,,,,,,,,,0,1,3799,100,-100,0,0,0.55,,,0,0,0.49,0.02,-0.02,0,0
1426,Kepler-328,Transit,2,34.921,,,0,,,,,,,,,0.09,0.041,-0.039,0,,,,,0.205,0.086,-0.021,0,,,,,,,,,1,1,5914,,,0,0,1.15,0.22,-0.16,0,0,1.06,0.44,-0.11,0,0
1427,Kepler-328,Transit,2,71.312,,,0,,,,,,,,,0.124,0.043,-0.04,0,,,,,0.482,0.2,-0.048,0,,,,,,,,,1,1,5914,,,0,0,1.15,0.22,-0.16,0,0,1.06,0.44,-0.11,0,0
1428,Kepler-329,Transit,2,7.416397,0.000046,-0.000046,0,0.061,,,0,,,,,,,,,,,,,0.125,0.022,-0.022,0,,,,,,,,,0,1,4257,200,-200,0,0,0.53,,,0,0,0.52,0.05,-0.05,0,0
1429,Kepler-329,Transit,2,18.684737,0.000089,-0.000089,0,0.113,,,0,,,,,,,,,,,,,0.172,0.026,-0.026,0,,,,,,,,,0,1,4257,200,-200,0,0,0.53,,,0,0,0.52,0.05,-0.05,0,0
1430,Kepler-330,Transit,2,8.25978,0.000076,-0.000076,0,0.075,,,0,,,,,,,,,,,,,0.12,0.047,-0.047,0,,,,,,,,,0,1,5117,200,-200,0,0,0.78,,,0,0,0.72,0.27,-0.27,0,0
1431,Kepler-330,Transit,2,15.955387,0.000076,-0.000076,0,0.116,,,0,,,,,,,,,,,,,0.174,0.064,-0.064,0,,,,,,,,,0,1,5117,200,-200,0,0,0.78,,,0,0,0.72,0.27,-0.27,0,0
1432,Kepler-331,Transit,3,8.457496,0.000024,-0.000024,0,0.065,,,0,,,,,,,,,,,,,0.162,0.017,-0.017,0,,,,,,,,,0,1,4347,200,-200,0,0,0.51,,,0,0,0.49,0.05,-0.05,0,0
1433,Kepler-331,Transit,3,17.28111,0.000064,-0.000064,0,0.105,,,0,,,,,,,,,,,,,0.164,0.017,-0.017,0,,,,,,,,,0,1,4347,200,-200,0,0,0.51,,,0,0,0.49,0.05,-0.05,0,0
1434,Kepler-331,Transit,3,32.134328,0.000216,-0.000216,0,0.159,,,0,,,,,,,,,,,,,0.146,0.015,-0.015,0,,,,,,,,,0,1,4347,200,-200,0,0,0.51,,,0,0,0.49,0.05,-0.05,0,0
1435,Kepler-332,Transit,3,7.626324,0.000028,-0.000028,0,0.07,,,0,,,,,,,,,,,,,0.104,0.007,-0.007,0,,,,,,,,,0,1,4955,100,-100,0,0,0.8,,,0,0,0.72,0.04,-0.04,0,0
1436,Kepler-332,Transit,3,15.995622,0.000108,-0.000108,0,0.114,,,0,,,,,,,,,,,,,0.097,0.007,-0.007,0,,,,,,,,,0,1,4955,100,-100,0,0,0.8,,,0,0,0.72,0.04,-0.04,0,0
1437,Kepler-332,Transit,3,34.21154,0.000326,-0.000326,0,0.189,,,0,,,,,,,,,,,,,0.105,0.007,-0.007,0,,,,,,,,,0,1,4955,100,-100,0,0,0.8,,,0,0,0.72,0.04,-0.04,0,0
1438,Kepler-333,Transit,2,12.551158,0.000044,-0.000044,0,0.087,,,0,,,,,,,,,,,,,0.118,0.014,-0.014,0,,,,,,,,,0,1,4259,200,-200,0,0,0.54,,,0,0,0.53,0.05,-0.05,0,0
1439,Kepler-333,Transit,2,24.08821,0.000207,-0.000207,0,0.135,,,0,,,,,,,,,,,,,0.099,0.018,-0.018,0,,,,,,,,,0,1,4259,200,-200,0,0,0.54,,,0,0,0.53,0.05,-0.05,0,0
1440,Kepler-334,Transit,3,5.470319,0.000021,-0.000021,0,0.061,,,0,,,,,,,,,,,,,0.1,0.019,-0.019,0,,,,,,,,,0,1,5828,100,-100,0,0,1,,,0,0,1.07,0.19,-0.19,0,0
1441,Kepler-334,Transit,3,12.758005,0.000055,-0.000055,0,0.107,,,0,,,,,,,,,,,,,0.128,0.023,-0.023,0,,,,,,,,,0,1,5828,100,-100,0,0,1,,,0,0,1.07,0.19,-0.19,0,0
1442,Kepler-334,Transit,3,25.09849,0.000142,-0.000142,0,0.168,,,0,,,,,,,,,,,,,0.126,0.023,-0.023,0,,,,,,,,,0,1,5828,100,-100,0,0,1,,,0,0,1.07,0.19,-0.19,0,0
1443,Kepler-335,Transit,2,6.562331,0.000031,-0.000031,0,0.075,,,0,,,,,,,,,,,,,0.302,0.06,-0.06,0,,,,,,,,,0,1,5877,112,-112,0,0,0.99,,,0,0,1.85,0.35,-0.35,0,0
1444,Kepler-335,Transit,2,67.844469,0.001423,-0.001423,0,0.356,,,0,,,,,,,,,,,,,0.274,0.059,-0.059,0,,,,,,,,,0,1,5877,112,-112,0,0,0.99,,,0,0,1.85,0.35,-0.35,0,0
1445,Kepler-336,Transit,3,2.024823,0.000017,-0.000017,0,0.033,,,0,,,,,,,,,,,,,0.091,0.017,-0.017,0,,,,,,,,,0,1,5867,100,-100,0,0,0.89,,,0,0,1.3,0.23,-0.23,0,0
1446,Kepler-336,Transit,3,9.600001,0.000035,-0.000035,0,0.092,,,0,,,,,,,,,,,,,0.187,0.033,-0.033,0,,,,,,,,,0,1,5867,100,-100,0,0,0.89,,,0,0,1.3,0.23,-0.23,0,0
1447,Kepler-336,Transit,3,20.678772,0.000102,-0.000102,0,0.154,,,0,,,,,,,,,,,,,0.211,0.043,-0.043,0,,,,,,,,,0,1,5867,100,-100,0,0,0.89,,,0,0,1.3,0.23,-0.23,0,0
1448,Kepler-337,Transit,2,3.292781,0.000019,-0.000019,0,0.045,,,0,,,,,,,,,,,,,0.137,0.038,-0.038,0,,,,,,,,,0,1,5684,175,-175,0,0,0.96,,,0,0,1.76,0.48,-0.48,0,0
1449,Kepler-337,Transit,2,9.693201,0.000047,-0.000047,0,0.093,,,0,,,,,,,,,,,,,0.183,0.051,-0.051,0,,,,,,,,,0,1,5684,175,-175,0,0,0.96,,,0,0,1.76,0.48,-0.48,0,0
1450,Kepler-338,Transit,4,13.726976,0.000059,-0.000059,0,0.117,,,0,,,,,,,,,,,,,0.218,0.012,-0.012,0,,,,,,,,,1,1,5923,77,-77,0,0,1.1,,,0,0,1.74,0.08,-0.08,0,0
1451,Kepler-338,Transit,4,24.310856,0.000158,-0.000158,0,0.172,,,0,,,,,,,,,,,,,0.209,0.011,-0.011,0,,,,,,,,,0,1,5923,77,-77,0,0,1.1,,,0,0,1.74,0.08,-0.08,0,0
1452,Kepler-338,Transit,4,44.431014,0.000368,-0.000368,0,0.257,,,0,,,,,,,,,,,,,0.268,0.025,-0.025,0,,,,,,,,,0,1,5923,77,-77,0,0,1.1,,,0,0,1.74,0.08,-0.08,0,0
1453,Kepler-338,Transit Timing Variations,4,9.341,,,0,,,,,,,,,0.027,0.023,-0.02,0,,,,,0.139,0.006,-0.006,0,,,,,,,,,1,1,5923,77,-77,0,0,1.1,,,0,0,1.74,0.08,-0.08,0,0
1454,Kepler-339,Transit,3,4.977656,0.000019,-0.000019,0,0.055,,,0,,,,,,,,,,,,,0.127,0.059,-0.059,0,,,,,,,,,0,1,5631,200,-200,0,0,0.84,,,0,0,0.8,0.36,-0.36,0,0
1455,Kepler-339,Transit,3,6.988055,0.000053,-0.000053,0,0.069,,,0,,,,,,,,,,,,,0.103,0.046,-0.046,0,,,,,,,,,0,1,5631,200,-200,0,0,0.84,,,0,0,0.8,0.36,-0.36,0,0
1456,Kepler-339,Transit,3,10.558345,0.000081,-0.000081,0,0.091,,,0,,,,,,,,,,,,,0.104,0.047,-0.047,0,,,,,,,,,0,1,5631,200,-200,0,0,0.84,,,0,0,0.8,0.36,-0.36,0,0
1457,Kepler-340,Transit,2,14.844387,0.000473,-0.000473,0,0.134,,,0,,,,,,,,,,,,,0.226,0.054,-0.054,0,,,,,,,,,0,1,6620,376,-376,0,0,2.11,,,0,0,1.85,0.42,-0.42,0,0
1458,Kepler-340,Transit,2,22.824669,0.000481,-0.000481,0,0.178,,,0,,,,,,,,,,,,,0.301,0.069,-0.069,0,,,,,,,,,0,1,6620,376,-376,0,0,2.11,,,0,0,1.85,0.42,-0.42,0,0
1459,Kepler-341,Transit,4,5.195528,0.000053,-0.000053,0,0.06,,,0,,,,,,,,,,,,,0.105,0.055,-0.055,0,,,,,,,,,0,1,6012,200,-200,0,0,0.94,,,0,0,1.02,0.52,-0.52,0,0
1460,Kepler-341,Transit,4,8.01041,0.000049,-0.000049,0,0.08,,,0,,,,,,,,,,,,,0.152,0.077,-0.077,0,,,,,,,,,0,1,6012,200,-200,0,0,0.94,,,0,0,1.02,0.52,-0.52,0,0
1461,Kepler-341,Transit,4,27.666313,0.000297,-0.000297,0,0.182,,,0,,,,,,,,,,,,,0.165,0.084,-0.084,0,,,,,,,,,0,1,6012,200,-200,0,0,0.94,,,0,0,1.02,0.52,-0.52,0,0
1462,Kepler-341,Transit,4,42.473269,0.000633,-0.000633,0,0.242,,,0,,,,,,,,,,,,,0.178,0.092,-0.092,0,,,,,,,,,0,1,6012,200,-200,0,0,0.94,,,0,0,1.02,0.52,-0.52,0,0
1463,Kepler-342,Transit,3,15.170318,0.000059,-0.000059,0,0.128,,,0,,,,,,,,,,,,,0.201,0.036,-0.036,0,,,,,,,,,0,1,6175,100,-100,0,0,1.13,,,0,0,1.47,0.26,-0.26,0,0
1464,Kepler-342,Transit,3,26.234138,0.000163,-0.000163,0,0.185,,,0,,,,,,,,,,,,,0.175,0.031,-0.031,0,,,,,,,,,0,1,6175,100,-100,0,0,1.13,,,0,0,1.47,0.26,-0.26,0,0
1465,Kepler-342,Transit,3,39.459357,0.000375,-0.000375,0,0.242,,,0,,,,,,,,,,,,,0.222,0.043,-0.043,0,,,,,,,,,0,1,6175,100,-100,0,0,1.13,,,0,0,1.47,0.26,-0.26,0,0
1466,Kepler-343,Transit,2,8.96855,0.000058,-0.000058,0,0.088,,,0,,,,,,,,,,,,,0.215,0.045,-0.045,0,,,,,,,,,0,1,5807,100,-100,0,0,1.04,,,0,0,1.43,0.26,-0.26,0,0
1467,Kepler-343,Transit,2,23.22182,0.000234,-0.000234,0,0.167,,,0,,,,,,,,,,,,,0.18,0.034,-0.034,0,,,,,,,,,0,1,5807,100,-100,0,0,1.04,,,0,0,1.43,0.26,-0.26,0,0
1468,Kepler-344,Transit,2,21.963945,0.000108,-0.000108,0,0.153,,,0,,,,,,,,,,,,,0.233,0.109,-0.109,0,,,,,,,,,0,1,5774,200,-200,0,0,0.9,,,0,0,0.98,0.45,-0.45,0,0
1469,Kepler-344,Transit,2,125.596809,0.001728,-0.001728,0,0.488,,,0,,,,,,,,,,,,,0.263,0.123,-0.123,0,,,,,,,,,0,1,5774,200,-200,0,0,0.9,,,0,0,0.98,0.45,-0.45,0,0
1470,Kepler-345,Transit,2,7.415563,0.000054,-0.000054,0,0.066,,,0,,,,,,,,,,,,,0.066,0.005,-0.005,0,,,,,,,,,0,1,4504,100,-100,0,0,0.59,,,0,0,0.62,0.03,-0.03,0,0
1471,Kepler-345,Transit,2,9.387427,0.000028,-0.000028,0,0.077,,,0,,,,,,,,,,,,,0.107,0.006,-0.006,0,,,,,,,,,0,1,4504,100,-100,0,0,0.59,,,0,0,0.62,0.03,-0.03,0,0
1472,Kepler-346,Transit,2,6.511127,0.000017,-0.000017,0,0.071,,,0,,,,,,,,,,,,,0.237,0.111,-0.111,0,,,,,,,,,0,1,6033,200,-200,0,0,0.97,,,0,0,1.02,0.48,-0.48,0,0
1473,Kepler-346,Transit,2,23.851549,0.000098,-0.000098,0,0.168,,,0,,,,,,,,,,,,,0.274,0.13,-0.13,0,,,,,,,,,0,1,6033,200,-200,0,0,0.97,,,0,0,1.02,0.48,-0.48,0,0
1474,Kepler-347,Transit,2,12.79836,0.000106,-0.000106,0,0.11,,,0,,,,,,,,,,,,,0.176,0.084,-0.084,0,,,,,,,,,0,1,6088,200,-200,0,0,1.04,,,0,0,1,0.46,-0.46,0,0
1475,Kepler-347,Transit,2,27.320871,0.000457,-0.000457,0,0.183,,,0,,,,,,,,,,,,,0.156,0.075,-0.075,0,,,,,,,,,0,1,6088,200,-200,0,0,1.04,,,0,0,1,0.46,-0.46,0,0
1476,Kepler-348,Transit,2,7.05677,0.000031,-0.000031,0,0.076,,,0,,,,,,,,,,,,,0.136,0.026,-0.026,0,,,,,,,,,0,1,6177,100,-100,0,0,1.15,,,0,0,1.36,0.25,-0.25,0,0
1477,Kepler-348,Transit,2,17.265427,0.000179,-0.000179,0,0.138,,,0,,,,,,,,,,,,,0.119,0.022,-0.022,0,,,,,,,,,0,1,6177,100,-100,0,0,1.15,,,0,0,1.36,0.25,-0.25,0,0
1478,Kepler-349,Transit,2,5.929778,0.00002,-0.00002,0,0.065,,,0,,,,,,,,,,,,,0.17,0.064,-0.064,0,,,,,,,,,0,1,5956,200,-200,0,0,0.97,,,0,0,0.93,0.35,-0.35,0,0
1479,Kepler-349,Transit,2,12.247629,0.000063,-0.000063,0,0.105,,,0,,,,,,,,,,,,,0.175,0.066,-0.066,0,,,,,,,,,0,1,5956,200,-200,0,0,0.97,,,0,0,0.93,0.35,-0.35,0,0
1480,Kepler-350,Transit,3,11.189562,0.000119,-0.000119,0,0.104,,,0,,,,,,,,,,,,,0.165,0.034,-0.034,0,,,,,,,,,0,1,6186,100,-100,0,0,1,0.2,-0.12,0,0,1.53,0.31,-0.31,0,0
1481,Kepler-350,Transit,3,17.849,,,0,,,,,,,,,0.019,0.01,-0.01,0,,,,,0.277,0.127,-0.054,0,,,,,,,,,1,1,6186,100,-100,0,0,1,0.2,-0.12,0,0,1.53,0.31,-0.31,0,0
1482,Kepler-350,Transit,3,26.136,,,0,,,,,,,,,0.047,0.017,-0.015,0,,,,,0.25,0.114,-0.048,0,,,,,,,,,1,1,6186,100,-100,0,0,1,0.2,-0.12,0,0,1.53,0.31,-0.31,0,0
1483,Kepler-351,Transit,2,37.054919,0.000484,-0.000484,0,0.214,,,0,,,,,,,,,,,,,0.273,0.138,-0.138,0,,,,,,,,,0,1,5643,200,-200,0,0,0.89,,,0,0,0.85,0.41,-0.41,0,0
1484,Kepler-351,Transit,2,57.24809,0.000599,-0.000599,0,0.287,,,0,,,,,,,,,,,,,0.285,0.138,-0.138,0,,,,,,,,,0,1,5643,200,-200,0,0,0.89,,,0,0,0.85,0.41,-0.41,0,0
1485,Kepler-352,Transit,2,10.05537,0.000194,-0.000194,0,0.085,,,0,,,,,,,,,,,,,0.077,0.007,-0.007,0,,,,,,,,,0,1,5212,100,-100,0,0,0.79,,,0,0,0.78,0.05,-0.05,0,0
1486,Kepler-352,Transit,2,16.332995,0.000272,-0.000272,0,0.118,,,0,,,,,,,,,,,,,0.111,0.009,-0.009,0,,,,,,,,,0,1,5212,100,-100,0,0,0.79,,,0,0,0.78,0.05,-0.05,0,0
1487,Kepler-353,Transit,2,5.795278,0.000055,-0.000055,0,0.051,,,0,,,,,,,,,,,,,0.079,0.005,-0.005,0,,,,,,,,,0,1,3903,100,-100,0,0,0.54,,,0,0,0.5,0.02,-0.02,0,0
1488,Kepler-353,Transit,2,8.410894,0.000039,-0.000039,0,0.065,,,0,,,,,,,,,,,,,0.123,0.006,-0.006,0,,,,,,,,,0,1,3903,100,-100,0,0,0.54,,,0,0,0.5,0.02,-0.02,0,0
1489,Kepler-354,Transit,3,5.47666,0.000024,-0.000024,0,0.054,,,0,,,,,,,,,,,,,0.164,0.052,-0.052,0,,,,,,,,,0,1,4648,200,-200,0,0,0.65,,,0,0,0.67,0.21,-0.21,0,0
1490,Kepler-354,Transit,3,16.934402,0.000228,-0.000228,0,0.115,,,0,,,,,,,,,,,,,0.117,0.037,-0.037,0,,,,,,,,,0,1,4648,200,-200,0,0,0.65,,,0,0,0.67,0.21,-0.21,0,0
1491,Kepler-354,Transit,3,24.209842,0.000403,-0.000403,0,0.146,,,0,,,,,,,,,,,,,0.111,0.036,-0.036,0,,,,,,,,,0,1,4648,200,-200,0,0,0.65,,,0,0,0.67,0.21,-0.21,0,0
1492,Kepler-355,Transit,2,11.03189,0.000338,-0.000338,0,0.102,,,0,,,,,,,,,,,,,0.13,0.059,-0.059,0,,,,,,,,,0,1,6184,250,-250,0,0,1.05,,,0,0,1.07,0.48,-0.48,0,0
1493,Kepler-355,Transit,2,25.762294,0.000267,-0.000267,0,0.179,,,0,,,,,,,,,,,,,0.242,0.109,-0.109,0,,,,,,,,,0,1,6184,250,-250,0,0,1.05,,,0,0,1.07,0.48,-0.48,0,0
1494,Kepler-356,Transit,2,4.612696,0.000021,-0.000021,0,0.057,,,0,,,,,,,,,,,,,0.14,0.026,-0.026,0,,,,,,,,,0,1,6133,100,-100,0,0,0.97,,,0,0,1.33,0.24,-0.24,0,0
1495,Kepler-356,Transit,2,13.121632,0.000088,-0.000088,0,0.115,,,0,,,,,,,,,,,,,0.161,0.029,-0.029,0,,,,,,,,,0,1,6133,100,-100,0,0,0.97,,,0,0,1.33,0.24,-0.24,0,0
1496,Kepler-357,Transit,3,6.475434,0.000034,-0.000034,0,0.063,,,0,,,,,,,,,,,,,0.164,0.096,-0.096,0,,,,,,,,,0,1,5036,200,-200,0,0,0.78,,,0,0,0.83,0.49,-0.49,0,0
1497,Kepler-357,Transit,3,16.85837,0.000081,-0.000081,0,0.12,,,0,,,,,,,,,,,,,0.238,0.14,-0.14,0,,,,,,,,,0,1,5036,200,-200,0,0,0.78,,,0,0,0.83,0.49,-0.49,0,0
1498,Kepler-357,Transit,3,49.499875,0.00046,-0.00046,0,0.246,,,0,,,,,,,,,,,,,0.306,0.182,-0.182,0,,,,,,,,,0,1,5036,200,-200,0,0,0.78,,,0,0,0.83,0.49,-0.49,0,0
1499,Kepler-358,Transit,2,34.060467,0.000194,-0.000194,0,0.21,,,0,,,,,,,,,,,,,0.243,0.121,-0.121,0,,,,,,,,,0,1,5908,200,-200,0,0,0.95,,,0,0,0.95,0.48,-0.48,0,0
1500,Kepler-358,Transit,2,83.488369,0.00083,-0.00083,0,0.381,,,0,,,,,,,,,,,,,0.254,0.128,-0.128,0,,,,,,,,,0,1,5908,200,-200,0,0,0.95,,,0,0,0.95,0.48,-0.48,0,0
1501,Kepler-359,Transit,3,25.563222,0.000202,-0.000202,0,0.178,,,0,,,,,,,,,,,,,0.315,0.146,-0.146,0,,,,,,,,,0,1,6248,250,-250,0,0,1.07,,,0,0,1.09,0.5,-0.5,0,0
1502,Kepler-359,Transit,3,57.68802,0.000545,-0.000545,0,0.307,,,0,,,,,,,,,,,,,0.384,0.178,-0.178,0,,,,,,,,,0,1,6248,250,-250,0,0,1.07,,,0,0,1.09,0.5,-0.5,0,0
1503,Kepler-359,Transit,3,77.095691,0.001453,-0.001453,0,0.372,,,0,,,,,,,,,,,,,0.358,0.17,-0.17,0,,,,,,,,,0,1,6248,250,-250,0,0,1.07,,,0,0,1.09,0.5,-0.5,0,0
1504,Kepler-360,Transit,2,3.289672,0.000012,-0.000012,0,0.044,,,0,,,,,,,,,,,,,0.147,0.07,-0.07,0,,,,,,,,,0,1,6053,200,-200,0,0,0.95,,,0,0,1.06,0.5,-0.5,0,0
1505,Kepler-360,Transit,2,7.186434,0.000029,-0.000029,0,0.075,,,0,,,,,,,,,,,,,0.187,0.089,-0.089,0,,,,,,,,,0,1,6053,200,-200,0,0,0.95,,,0,0,1.06,0.5,-0.5,0,0
1506,Kepler-361,Transit,2,8.486616,0.000084,-0.000084,0,0.086,,,0,,,,,,,,,,,,,0.129,0.025,-0.025,0,,,,,,,,,0,1,6169,100,-100,0,0,1.07,,,0,0,1.34,0.26,-0.26,0,0
1507,Kepler-361,Transit,2,55.188023,0.000655,-0.000655,0,0.3,,,0,,,,,,,,,,,,,0.225,0.043,-0.043,0,,,,,,,,,0,1,6169,100,-100,0,0,1.07,,,0,0,1.34,0.26,-0.26,0,0
1508,Kepler-362,Transit,2,10.327186,0.000101,-0.000101,0,0.087,,,0,,,,,,,,,,,,,0.079,0.034,-0.034,0,,,,,,,,,0,1,5788,200,-200,0,0,0.77,,,0,0,0.72,0.3,-0.3,0,0
1509,Kepler-362,Transit,2,37.866281,0.000298,-0.000298,0,0.207,,,0,,,,,,,,,,,,,0.129,0.054,-0.054,0,,,,,,,,,0,1,5788,200,-200,0,0,0.77,,,0,0,0.72,0.3,-0.3,0,0
1510,Kepler-363,Transit,3,3.614568,0.000053,-0.000053,0,0.048,,,0,,,,,,,,,,,,,0.103,0.017,-0.017,0,,,,,,,,,0,1,5593,100,-100,0,0,1.23,,,0,0,1.49,0.23,-0.23,0,0
1511,Kepler-363,Transit,3,7.542427,0.000058,-0.000058,0,0.079,,,0,,,,,,,,,,,,,0.151,0.024,-0.024,0,,,,,,,,,0,1,5593,100,-100,0,0,1.23,,,0,0,1.49,0.23,-0.23,0,0
1512,Kepler-363,Transit,3,11.932125,0.000093,-0.000093,0,0.107,,,0,,,,,,,,,,,,,0.183,0.036,-0.036,0,,,,,,,,,0,1,5593,100,-100,0,0,1.23,,,0,0,1.49,0.23,-0.23,0,0
1513,Kepler-364,Transit,2,25.745718,0.000548,-0.000548,0,0.178,,,0,,,,,,,,,,,,,0.138,0.033,-0.033,0,,,,,,,,,0,1,6108,125,-125,0,0,1.2,,,0,0,1.28,0.25,-0.25,0,0
1514,Kepler-364,Transit,2,59.980627,0.000879,-0.000879,0,0.312,,,0,,,,,,,,,,,,,0.192,0.037,-0.037,0,,,,,,,,,0,1,6108,125,-125,0,0,1.2,,,0,0,1.28,0.25,-0.25,0,0
1515,Kepler-365,Transit,2,10.664903,0.000069,-0.000069,0,0.098,,,0,,,,,,,,,,,,,0.182,0.087,-0.087,0,,,,,,,,,0,1,6012,200,-200,0,0,0.99,,,0,0,1.05,0.49,-0.49,0,0
1516,Kepler-365,Transit,2,17.784129,0.000215,-0.000215,0,0.137,,,0,,,,,,,,,,,,,0.146,0.069,-0.069,0,,,,,,,,,0,1,6012,200,-200,0,0,0.99,,,0,0,1.05,0.49,-0.49,0,0
1517,Kepler-366,Transit,2,3.281959,0.000022,-0.000022,0,0.045,,,0,,,,,,,,,,,,,0.13,0.059,-0.059,0,,,,,,,,,0,1,6209,200,-200,0,0,1.05,,,0,0,1.05,0.47,-0.47,0,0
1518,Kepler-366,Transit,2,12.51616,0.000095,-0.000095,0,0.11,,,0,,,,,,,,,,,,,0.16,0.072,-0.072,0,,,,,,,,,0,1,6209,200,-200,0,0,1.05,,,0,0,1.05,0.47,-0.47,0,0
1519,Kepler-367,Transit,2,37.815724,0.000279,-0.000279,0,0.201,,,0,,,,,,,,,,,,,0.116,0.014,-0.014,0,,,,,,,,,0,1,4710,100,-100,0,0,0.75,,,0,0,0.69,0.04,-0.04,0,0
1520,Kepler-367,Transit,2,53.578637,0.000382,-0.000382,0,0.253,,,0,,,,,,,,,,,,,0.107,0.014,-0.014,0,,,,,,,,,0,1,4710,100,-100,0,0,0.75,,,0,0,0.69,0.04,-0.04,0,0
1521,Kepler-368,Transit,2,26.84768,0.000326,-0.000326,0,0.186,,,0,,,,,,,,,,,,,0.291,0.081,-0.081,0,,,,,,,,,0,1,5502,206,-206,0,0,0.71,,,0,0,2.02,0.56,-0.56,0,0
1522,Kepler-368,Transit,2,72.379334,0.00137,-0.00137,0,0.36,,,0,,,,,,,,,,,,,0.346,0.096,-0.096,0,,,,,,,,,0,1,5502,206,-206,0,0,0.71,,,0,0,2.02,0.56,-0.56,0,0
1523,Kepler-369,Transit,2,2.732756,0.000009,-0.000009,0,0.03,,,0,,,,,,,,,,,,,0.101,0.005,-0.005,0,,,,,,,,,0,1,3591,100,-100,0,0,0.54,,,0,0,0.47,0.01,-0.01,0,0
1524,Kepler-369,Transit,2,14.871572,0.000083,-0.000083,0,0.094,,,0,,,,,,,,,,,,,0.126,0.005,-0.005,0,,,,,,,,,0,1,3591,100,-100,0,0,0.54,,,0,0,0.47,0.01,-0.01,0,0
1525,Kepler-370,Transit,2,4.57953,0.000041,-0.000041,0,0.054,,,0,,,,,,,,,,,,,0.142,0.07,-0.07,0,,,,,,,,,0,1,5852,200,-200,0,0,0.94,,,0,0,0.9,0.42,-0.42,0,0
1526,Kepler-370,Transit,2,19.02293,0.000177,-0.000177,0,0.14,,,0,,,,,,,,,,,,,0.17,0.079,-0.079,0,,,,,,,,,0,1,5852,200,-200,0,0,0.94,,,0,0,0.9,0.42,-0.42,0,0
1527,Kepler-371,Transit,2,34.763278,0.000351,-0.000351,0,0.2,,,0,,,,,,,,,,,,,0.169,0.046,-0.046,0,,,,,,,,,0,1,5666,146,-146,0,0,0.94,,,0,0,0.99,0.25,-0.25,0,0
1528,Kepler-371,Transit,2,67.968015,0.00107,-0.00107,0,0.313,,,0,,,,,,,,,,,,,0.159,0.04,-0.04,0,,,,,,,,,0,1,5666,146,-146,0,0,0.94,,,0,0,0.99,0.25,-0.25,0,0
1529,Kepler-372,Transit,3,6.849692,0.000134,-0.000134,0,0.075,,,0,,,,,,,,,,,,,0.121,0.053,-0.053,0,,,,,,,,,0,1,6509,200,-200,0,0,1.15,,,0,0,1.14,0.49,-0.49,0,0
1530,Kepler-372,Transit,3,20.053763,0.00019,-0.00019,0,0.154,,,0,,,,,,,,,,,,,0.186,0.08,-0.08,0,,,,,,,,,0,1,6509,200,-200,0,0,1.15,,,0,0,1.14,0.49,-0.49,0,0
1531,Kepler-372,Transit,3,30.092568,0.00068,-0.00068,0,0.201,,,0,,,,,,,,,,,,,0.151,0.065,-0.065,0,,,,,,,,,0,1,6509,200,-200,0,0,1.15,,,0,0,1.14,0.49,-0.49,0,0
1532,Kepler-373,Transit,2,5.535309,0.000029,-0.000029,0,0.06,,,0,,,,,,,,,,,,,0.121,0.06,-0.06,0,,,,,,,,,0,1,5787,200,-200,0,0,0.87,,,0,0,0.84,0.42,-0.42,0,0
1533,Kepler-373,Transit,2,16.725948,0.000227,-0.000227,0,0.126,,,0,,,,,,,,,,,,,0.111,0.055,-0.055,0,,,,,,,,,0,1,5787,200,-200,0,0,0.87,,,0,0,0.84,0.42,-0.42,0,0
1534,Kepler-374,Transit,3,1.897806,0.000011,-0.000011,0,0.029,,,0,,,,,,,,,,,,,0.092,0.048,-0.048,0,,,,,,,,,0,1,5977,200,-200,0,0,0.84,,,0,0,0.91,0.47,-0.47,0,0
1535,Kepler-374,Transit,3,3.282807,0.00002,-0.00002,0,0.042,,,0,,,,,,,,,,,,,0.098,0.051,-0.051,0,,,,,,,,,0,1,5977,200,-200,0,0,0.84,,,0,0,0.91,0.47,-0.47,0,0
1536,Kepler-374,Transit,3,5.028219,0.00004,-0.00004,0,0.056,,,0,,,,,,,,,,,,,0.117,0.062,-0.062,0,,,,,,,,,0,1,5977,200,-200,0,0,0.84,,,0,0,0.91,0.47,-0.47,0,0
