rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend
106,CoRoT-10,Transit,1,13.2406,0.0002,-0.0002,0,0.1055,0.0021,-0.0021,0,0.53,0.04,-0.04,0,2.75,0.16,-0.16,0,,,,,0.97,0.07,-0.07,0,3.7,0.83,-0.83,0,88.55,0.2,-0.2,0,0,0,5075,75,-75,0,0,0.89,0.05,-0.05,0,0,0.79,0.05,-0.05,0,0
107,CoRoT-11,Transit,1,2.99433,0.000011,-0.000011,0,0.0436,0.005,-0.005,0,0,,,0,2.33,0.34,-0.34,0,,,,,1.43,0.03,-0.03,0,0.99,0.15,-0.15,0,83.17,0.15,-0.15,0,0,0,6440,120,-120,0,0,1.27,0.05,-0.05,0,0,1.37,0.03,-0.03,0,0
108,CoRoT-12,Transit,1,2.828042,0.000013,-0.000013,0,0.04016,0.00093,-0.00092,0,0.07,0.063,-0.042,0,0.917,0.07,-0.065,0,,,,,1.44,0.13,-0.13,0,0.411,0.129,-0.094,0,85.48,0.72,-0.77,0,0,0,5675,80,-80,0,0,1.08,0.08,-0.07,0,0,1.12,0.1,-0.09,0,0
109,CoRoT-13,Transit,1,4.03519,0.00003,-0.00003,0,0.051,0.0031,-0.0031,0,0,,,0,1.308,0.066,-0.066,0,,,,,0.885,0.014,-0.014,0,2.34,0.23,-0.23,0,88.02,0.34,-0.36,0,0,0,5945,90,-90,0,0,1.09,0.02,-0.02,0,0,1.01,0.03,-0.03,0,0
110,CoRoT-14,Transit,1,1.51214,0.00013,-0.00013,0,0.027,0.002,-0.002,0,0,,,0,7.6,0.6,-0.6,0,,,,,1.09,0.07,-0.07,0,7.3,1.5,-1.5,0,79.6,0.8,-0.8,0,0,0,6035,100,-100,0,0,1.13,0.09,-0.09,0,0,1.21,0.08,-0.08,0,0
111,CoRoT-16,Transit,1,5.35227,0.0002,-0.0002,0,0.0618,0.0015,-0.0015,0,0.33,0.09,-0.1,0,0.535,0.085,-0.083,0,,,,,1.17,0.16,-0.14,0,0.44,0.21,-0.14,0,85.01,0.94,-1.2,0,0,0,5650,100,-100,0,0,1.1,0.08,-0.08,0,0,1.19,0.14,-0.13,0,0
112,CoRoT-17,Transit,1,3.7681,0.0003,-0.0003,0,0.0461,0.0008,-0.0008,0,0,,,0,2.43,0.3,-0.3,0,,,,,1.02,0.07,-0.07,0,2.82,0.38,-0.38,0,88.34,1.54,-1.54,0,0,0,5740,80,-80,0,0,1.04,0.1,-0.1,0,0,1.59,0.07,-0.07,0,0
113,CoRoT-18,Transit,1,1.9000693,0.0000028,-0.0000028,0,0.0295,0.0016,-0.0016,0,0.08,,,1,3.47,0.38,-0.38,0,,,,,1.31,0.18,-0.18,0,2.2,0.8,-0.8,0,86.5,1.4,-0.9,0,0,0,5440,100,-100,0,0,0.95,0.15,-0.15,0,0,1,0.13,-0.13,0,0
114,CoRoT-19,Transit,1,3.89713,0.00002,-0.00002,0,0.0518,0.0008,-0.0008,0,0.047,0.045,-0.045,0,1.11,0.06,-0.06,0,,,,,1.29,0.03,-0.03,0,0.71,0.06,-0.06,0,88,0.7,-0.7,0,0,0,6090,70,-70,0,0,1.21,0.05,-0.05,0,0,1.65,0.04,-0.04,0,0
115,CoRoT-20,Transit,1,9.24285,0.0003,-0.0003,0,0.0902,0.0021,-0.0021,0,0.562,0.013,-0.013,0,4.24,0.23,-0.23,0,,,,,0.84,0.04,-0.04,0,8.87,1.1,-1.1,0,88.21,0.53,-0.53,0,0,0,5880,90,-90,0,0,1.14,0.08,-0.08,0,0,1.02,0.05,-0.05,0,0
116,CoRoT-22,Transit,1,9.75598,0.00011,-0.00011,0,0.092,0.0014,-0.0014,0,0.077,0.3,-0.042,0,0.038,0.044,-0.028,0,,,,,0.435,0.015,-0.035,0,0.249,1,-0.097,0,89.749,0.032,-0.9,0,0,0,5939,54,-120,0,0,1.1,0.05,-0.05,0,0,1.14,0.04,-0.09,0,0
117,CoRoT-23,Transit,1,3.6313,0.0001,-0.0001,0,0.048,0.004,-0.004,0,0.16,0.02,-0.02,0,2.8,0.3,-0.3,0,,,,,1.05,0.13,-0.13,0,3,1.1,-1.1,0,85.7,2.6,-1.5,0,0,0,5900,100,-100,0,0,1.14,0.08,-0.08,0,0,1.61,0.18,-0.18,0,0
118,CoRoT-24,Transit,2,5.1134,0.0006,-0.0006,0,0.056,0.002,-0.002,0,0,,,0,0.018,,,1,,,,,0.33,0.04,-0.04,0,0.9,,,1,86.5,2,-2,0,0,0,4950,150,-150,0,0,0.91,0.09,-0.09,0,0,0.86,0.09,-0.09,0,0
119,CoRoT-24,Transit,2,11.759,0.0063,-0.0063,0,0.098,0.003,-0.003,0,0,,,0,0.088,0.035,-0.035,0,,,,,0.44,0.04,-0.04,0,1.3,0.5,-0.4,0,89,1,-1.6,0,0,0,4950,150,-150,0,0,0.91,0.09,-0.09,0,0,0.86,0.09,-0.09,0,0
120,CoRoT-25,Transit,1,4.86069,0.00006,-0.00006,0,0.0578,0.002,-0.0009,0,0,,,0,0.27,0.04,-0.04,0,,,,,1.08,0.3,-0.1,0,0.15,0.15,-0.06,0,84.5,0.8,-0.3,0,0,0,6040,90,-90,0,0,1.09,0.11,-0.05,0,0,1.19,0.14,-0.03,0,0
121,CoRoT-26,Transit,1,4.20474,0.00005,-0.00005,0,0.0526,0.001,-0.001,0,0,,,0,0.52,0.05,-0.05,0,,,,,1.26,0.13,-0.07,0,0.28,0.09,-0.07,0,86.8,2.2,-1,0,0,0,5590,100,-100,0,0,1.09,0.06,-0.06,0,0,1.79,0.18,-0.09,0,0
122,CoRoT-27,Transit,1,3.57532,0.00006,-0.00006,0,0.0476,0.0066,-0.0066,0,0.065,,,1,10.39,0.55,-0.55,0,,,,,1.007,0.044,-0.044,0,12.6,1.92,-1.67,0,86.7,1.2,-0.87,0,0,0,5900,120,-120,0,0,1.05,0.11,-0.11,0,0,1.08,0.18,-0.06,0,0
123,CoRoT-28,Transit,1,5.20851,0.00038,-0.00038,0,0.0603,0.005,-0.005,0,0.047,0.055,-0.038,0,0.484,0.087,-0.087,0,,,,,0.955,0.066,-0.066,0,0.69,0.27,-0.27,0,88.1,0.8,-0.8,0,0,0,5150,100,-100,0,0,1.01,0.14,-0.14,0,0,1.78,0.11,-0.11,0,0
124,CoRoT-29,Transit,1,2.85057,0.000006,-0.000006,0,0.0386,0.0059,-0.0059,0,0.082,0.081,-0.081,0,0.85,0.2,-0.2,0,,,,,0.9,0.16,-0.16,0,1.45,0.74,-0.74,0,87.3,2.7,-2.7,0,0,0,5260,100,-100,0,0,0.97,0.14,-0.14,0,0,0.9,0.12,-0.12,0,0
125,DENIS-P J082303.1-491201,Astrometry,1,246.36,1.38,-1.35,0,0.36,0.01,-0.01,0,0.345,0.068,-0.064,0,28.5,1.9,-1.9,0,,,,,,,,,,,,,56.6,1.9,-2.1,0,0,0,,,,,,0.07,0.01,-0.01,0,0,,,,,
126,GJ 86,Radial Velocity,1,15.76491,0.00039,-0.00039,0,0.113,0.0065,-0.0065,0,0.0416,0.0072,-0.0072,0,,,,,3.91,0.32,-0.32,0,,,,,,,,,,,,,0,0,5151,,,0,0,0.77,,,0,0,,,,,
127,GJ 15 A,Radial Velocity,1,11.4433,0.0016,-0.0016,0,0.0717,0.0034,-0.0034,0,0,,,0,,,,,0.017,0.002,-0.002,0,,,,,,,,,,,,,0,0,3567,11,-11,0,0,0.38,0.06,-0.06,0,0,0.39,0,0,0,0
128,GJ 163,Radial Velocity,3,8.631,0.001,-0.001,0,0.061,,,0,0.11,0.04,-0.04,0,,,,,0.035,,,0,,,,,,,,,,,,,0,0,3500,100,-100,0,0,0.4,0.02,-0.02,0,0,,,,,
129,GJ 163,Radial Velocity,3,25.6,0.02,-0.02,0,0.13,,,0,0.08,0.08,-0.08,0,,,,,0.024,,,0,,,,,,,,,,,,,0,0,3500,100,-100,0,0,0.4,0.02,-0.02,0,0,,,,,
130,GJ 163,Radial Velocity,3,603,12,-12,0,1,,,0,0.41,0.07,-0.07,0,,,,,0.079,,,0,,,,,,,,,,,,,0,0,3500,100,-100,0,0,0.4,0.02,-0.02,0,0,,,,,
131,GJ 179,Radial Velocity,1,2288,59,-59,0,2.41,0.04,-0.04,0,0.21,0.08,-0.08,0,,,,,0.82,0.07,-0.07,0,,,,,,,,,,,,,0,0,3370,100,-100,0,0,0.36,0.03,-0.03,0,0,0.38,0.02,-0.02,0,0
132,GJ 317,Radial Velocity,1,692,2,-2,0,1.15,0.05,-0.05,0,0.11,0.05,-0.05,0,2.5,0.7,-0.4,0,1.8,0.05,-0.05,0,,,,,,,,,45,30,-10,0,0,0,3510,50,-50,0,0,0.42,0.05,-0.05,0,0,,,,,
133,GJ 328,Radial Velocity,1,4100,300,-300,0,4.5,0.2,-0.2,0,0.37,0.05,-0.05,0,,,,,2.3,0.13,-0.13,0,,,,,,,,,,,,,0,0,3900,100,-100,0,0,0.69,0.05,-0.05,0,0,,,,,
134,GJ 433,Radial Velocity,1,7.3709,0.0008,-0.0008,0,0.058,,,0,0.08,0.08,-0.08,0,,,,,0.018,,,0,,,,,,,,,,,,,0,0,3600,,,0,0,0.48,,,0,0,,,,,
135,GJ 436,Radial Velocity,1,2.64388312,0.00000057,-0.00000057,0,0.0291,0.0015,-0.0015,0,0.13827,0.00018,-0.00018,0,0.07,0.007,-0.007,0,,,,,0.372,0.015,-0.015,0,1.8,0.29,-0.29,0,86.44,0.17,-0.16,0,0,0,,,,,0,0.47,0.07,-0.07,0,0,0.46,0.02,-0.02,0,0
136,GJ 504,Imaging,1,,,,,43.5,,,0,,,,,4,4.5,-1,0,,,,,,,,,,,,,,,,,0,0,6234,25,-25,0,0,1.22,0.08,-0.08,0,0,,,,,
137,GJ 581,Radial Velocity,3,5.3686,0.0001,-0.0001,0,0.04061,0.00003,-0.00003,0,0,0.03,-0.03,0,,,,,0.0497,0.0009,-0.0009,0,,,,,,,,,,,,,0,0,,,,,,0.31,0.02,-0.02,0,0,0.29,,,0,0
138,GJ 581,Radial Velocity,3,12.914,0.002,-0.002,0,0.0721,0.0003,-0.0003,0,0,0.06,-0.06,0,,,,,0.0173,0.0009,-0.0009,0,,,,,,,,,,,,,0,0,,,,,,0.31,0.02,-0.02,0,0,0.29,,,0,0
139,GJ 581,Radial Velocity,3,3.149,0.0002,-0.0002,0,0.02815,0.00006,-0.00006,0,0,0.06,-0.06,0,,,,,0.0053,0.0006,-0.0006,0,,,,,,,,,,,,,0,0,,,,,,0.31,0.02,-0.02,0,0,0.29,,,0,0
140,GJ 649,Radial Velocity,1,598.3,4.2,-4.2,0,1.135,0.035,-0.035,0,0.3,0.08,-0.08,0,,,,,0.328,0.032,-0.032,0,,,,,,,,,,,,,0,0,3700,60,-60,0,0,0.54,0.05,-0.05,0,0,,,,,
141,GJ 667 C,Radial Velocity,5,7.2004,0.0017,-0.0017,0,0.0505,0.0044,-0.0053,0,0.13,0.1,-0.11,0,,,,,0.018,0.004,-0.004,0,,,,,,,,,,,,,0,0,3350,50,-50,0,0,0.33,0.02,-0.02,0,0,,,,,0
142,GJ 667 C,Radial Velocity,5,28.14,0.053,-0.065,0,0.125,0.012,-0.013,0,0.02,0.15,-0.02,0,,,,,0.012,0.005,-0.004,0,,,,,,,,,,,,,0,0,3350,50,-50,0,0,0.33,0.02,-0.02,0,0,,,,,0
143,GJ 667 C,Radial Velocity,5,62.24,0.55,-0.55,0,0.213,0.019,-0.022,0,0.02,0.22,-0.02,0,,,,,0.008,0.005,-0.004,0,,,,,,,,,,,,,0,0,3350,50,-50,0,0,0.33,0.02,-0.02,0,0,,,,,0
144,GJ 667 C,Radial Velocity,5,39.026,0.194,-0.211,0,0.156,0.014,-0.017,0,0.03,0.16,-0.03,0,,,,,0.008,0.004,-0.004,0,,,,,,,,,,,,,0,0,3350,50,-50,0,0,0.33,0.02,-0.02,0,0,,,,,0
145,GJ 667 C,Radial Velocity,5,256.2,13.8,-7.9,0,0.549,0.052,-0.058,0,0.08,0.41,-0.08,0,,,,,0.014,0.008,-0.007,0,,,,,,,,,,,,,0,0,3350,50,-50,0,0,0.33,0.02,-0.02,0,0,,,,,0
146,GJ 674,Radial Velocity,1,4.6938,0.007,-0.007,0,0.039,,,0,0.2,0.02,-0.02,0,,,,,0.035,,,0,,,,,,,,,,,,,0,0,3600,100,-100,0,0,0.35,,,0,0,,,,,
147,GJ 676 A,Radial Velocity,3,1050.3,1.2,-1.2,0,1.8,0.07,-0.07,0,0.328,0.004,-0.004,0,,,,,4.95,0.31,-0.31,0,,,,,,,,,,,,,0,0,,,,,0,0.71,0.04,-0.04,0,0,,,,,0
148,GJ 676 A,Radial Velocity,3,3.6,0.0008,-0.0008,0,0.0413,0.0014,-0.0014,0,0.15,0.09,-0.09,0,,,,,0.014,0.002,-0.002,0,,,,,,,,,,,,,0,0,,,,,0,0.71,0.04,-0.04,0,0,,,,,0
149,GJ 676 A,Radial Velocity,3,35.37,0.07,-0.07,0,0.187,0.007,-0.007,0,0.24,0.12,-0.12,0,,,,,0.036,0.005,-0.005,0,,,,,,,,,,,,,0,0,,,,,0,0.71,0.04,-0.04,0,0,,,,,0
150,GJ 687,Radial Velocity,1,38.14,0.015,-0.015,0,0.16353,0.000043,-0.000043,0,0.04,0.076,-0.076,0,,,,,0.058,0.007,-0.007,0,,,,,,,,,,,,,0,0,3413,28,-28,0,0,0.41,0.04,-0.04,0,0,0.42,0.01,-0.01,0,0
151,GJ 832,Radial Velocity,2,3657,104,-104,0,3.56,0.28,-0.28,0,0.08,0.02,-0.06,0,,,,,0.68,0.09,-0.09,0,,,,,,,,,,,,,0,0,3472,,,0,0,0.45,0.05,-0.05,0,0,,,,,0
152,GJ 832,Radial Velocity,2,35.68,0.03,-0.03,0,0.163,0.006,-0.006,0,0.18,0.13,-0.13,0,,,,,0.017,0.003,-0.003,0,,,,,,,,,,,,,0,0,3472,,,0,0,0.45,0.05,-0.05,0,0,,,,,0
153,GJ 849,Radial Velocity,1,1845,15,-15,0,2.32,,,0,0.05,0.03,-0.03,0,,,,,0.91,,,0,,,,,,,,,,,,,0,0,,,,,,0.49,0.05,-0.05,0,0,,,,,
154,GJ 876,Radial Velocity,4,61.1166,0.0086,-0.0086,0,0.208317,0.00002,-0.00002,0,0.0324,0.0013,-0.0013,0,2.2756,0.0045,-0.0045,0,,,,,,,,,,,,,59,,,0,0,0,,,,,0,0.33,0.03,-0.03,0,0,,,,,0
155,GJ 876,Radial Velocity,4,30.0881,0.0082,-0.0082,0,0.12959,0.000024,-0.000024,0,0.25591,0.00093,-0.00093,0,0.7142,0.0039,-0.0039,0,,,,,,,,,,,,,59,,,0,0,0,,,,,0,0.33,0.03,-0.03,0,0,,,,,0
156,GJ 876,Radial Velocity,4,1.93778,0.00002,-0.00002,0,0.020807,0,0,0,0.207,0.055,-0.055,0,0.021,0.001,-0.001,0,,,,,,,,,,,,,59,,,0,0,0,,,,,0,0.33,0.03,-0.03,0,0,,,,,0
157,GJ 876,Radial Velocity,4,124.26,0.7,-0.7,0,0.3343,0.0013,-0.0013,0,0.055,0.012,-0.012,0,0.046,0.005,-0.005,0,,,,,,,,,,,,,59,,,0,0,0,,,,,0,0.33,0.03,-0.03,0,0,,,,,0
158,GJ 1214,Transit,1,1.58040482,0.00000024,-0.00000024,0,,,,,,,,,0.02,0.003,-0.003,0,,,,,0.203,0.007,-0.007,0,3.03,0.5,-0.5,0,90,0,-1.5,0,0,0,3170,23,-23,0,0,0.16,0.01,-0.01,0,0,0.18,0.01,-0.01,0,0
159,GJ 3021,Radial Velocity,1,133.71,0.2,-0.2,0,0.49,,,0,0.511,0.017,-0.017,0,,,,,3.37,0.09,-0.09,0,,,,,,,,,,,,,0,0,5540,75,-75,0,0,0.9,,,0,0,0.9,,,0,0
160,GJ 3293,Radial Velocity,2,30.6,0.01,-0.01,0,0.1434,,,0,0.07,0.04,-0.04,0,,,,,0.081,0.005,-0.005,0,,,,,,,,,,,,,0,0,3466,49,-49,0,0,0.42,,,0,0,0.4,0.03,-0.03,0,0
161,GJ 3293,Radial Velocity,2,123.75,0.3,-0.3,0,0.364,,,0,0.33,0.06,-0.06,0,,,,,0.081,0.005,-0.005,0,,,,,,,,,,,,,0,0,3466,49,-49,0,0,0.42,,,0,0,0.4,0.03,-0.03,0,0
162,GJ 3341,Radial Velocity,1,14.207,0.007,-0.007,0,0.089,,,0,0.31,0.11,-0.11,0,,,,,0.0208,0.0003,-0.0003,0,,,,,,,,,,,,,0,0,3526,49,-49,0,0,0.47,,,0,0,0.44,0.03,-0.03,0,0
163,GJ 3470,Radial Velocity,1,3.3366487,0.0000043,-0.0000033,0,0.031,0.0028,-0.0028,0,0.017,0.016,-0.012,0,0.043,0.005,-0.005,0,,,,,0.346,0.029,-0.029,0,1.18,0.33,-0.33,0,88.88,0.62,-0.45,0,0,0,3652,50,-50,0,0,0.51,0.06,-0.06,0,0,0.48,0.04,-0.04,0,0
164,GJ 3634,Radial Velocity,1,2.64561,0.00066,-0.00066,0,0.0287,0.001,-0.0011,0,0.08,0.094,-0.057,0,0.026,0.013,-0.005,0,0.022,0.003,-0.003,0,,,,,,,,,59,18,-24,0,0,0,,,,,,0.45,0.05,-0.05,0,0,0.43,0.03,-0.03,0,0
165,GSC 06214-00210,Imaging,1,,,,,320,30,-30,0,,,,,16,1,-1,0,,,,,,,,,,,,,,,,,0,0,4200,150,-150,0,0,0.9,0.1,-0.1,0,0,,,,,0
166,HAT-P-1,Transit,1,4.4652934,0.0000093,-0.0000093,0,,,,,0,,,0,0.524,0.031,-0.031,0,,,,,1.225,0.059,-0.059,0,0.345,0.053,-0.044,0,86.28,0.2,-0.2,0,0,0,5975,45,-45,0,0,1.12,0.09,-0.09,0,0,1.15,0.1,-0.07,0,0
167,HAT-P-2,Transit,1,5.6334729,0.0000061,-0.0000061,0,0.06878,0.00068,-0.00068,0,0.5171,0.0033,-0.0033,0,9.09,0.24,-0.24,0,,,,,1.157,0.073,-0.062,0,7.29,1.12,-1.12,0,86.72,1.12,-0.87,0,0,0,6290,60,-60,0,0,1.36,0.04,-0.04,0,0,1.64,0.09,-0.08,0,0
168,HAT-P-3,Transit,1,2.899736,0.000002,-0.000002,0,0.03866,0.00041,-0.00041,0,0,,,0,0.591,0.018,-0.018,0,,,,,0.827,0.055,-0.055,0,1.29,0.25,-0.25,0,87.07,0.55,-0.55,0,0,0,5185,80,-80,0,0,0.92,0.03,-0.03,0,0,0.8,0.04,-0.04,0,0
169,HAT-P-4,Transit,1,3.056536,,,0,0.04438,0.00081,-0.0015,0,0,,,0,0.671,0.033,-0.044,0,,,,,1.274,0.049,-0.06,0,0.403,0.065,-0.049,0,89.91,0.09,-2.2,0,0,0,5860,80,,0,,1.26,0.14,,0,,1.6,0.06,,0,
170,HAT-P-5,Transit,1,2.788491,0.000025,-0.000025,0,0.04075,0.00076,-0.00076,0,0,,,0,1.06,0.11,-0.11,0,,,,,1.26,0.05,-0.05,0,0.66,0.11,-0.11,0,86.75,0.44,-0.44,0,0,0,5960,100,,0,,1.16,0.07,,0,,1.14,0.03,,0,
171,HAT-P-6,Transit,1,3.852985,0.000005,-0.000005,0,0.05235,0.00087,-0.00087,0,0,,,0,1.057,0.119,-0.119,0,,,,,1.33,0.061,-0.061,0,0.558,0.047,-0.047,0,85.51,0.35,-0.35,0,0,0,6570,80,,0,,1.29,0.07,,0,,1.46,0.07,,0,
172,HAT-P-8,Transit,1,3.0763776,0.000004,-0.000004,0,0.0487,0.0026,-0.0026,0,0,,,0,1.52,0.18,-0.16,0,,,,,1.5,0.08,-0.06,0,0.568,0.048,-0.048,0,87.5,1.9,-0.9,0,0,0,6200,80,,0,,1.28,0.04,,0,,1.58,0.08,,0,
173,HAT-P-9,Transit,1,3.92289,0.00004,-0.00004,0,0.053,0.002,-0.002,0,0,,,0,0.78,0.09,-0.09,0,,,,,1.4,0.06,-0.06,0,0.35,0.06,-0.06,0,86.5,0.2,-0.2,0,0,0,6350,150,,0,,1.28,0.13,,0,,1.32,0.07,,0,
174,HAT-P-12,Transit,1,3.2130598,0.0000021,-0.0000021,0,0.0384,0.0003,-0.0003,0,0,,,0,0.211,0.012,-0.012,0,,,,,0.959,0.029,-0.021,0,0.3192,0.016,-0.016,0,89,0.4,-0.4,0,0,0,4650,60,-60,0,0,0.73,0.02,-0.02,0,0,0.7,0.02,-0.01,0,0
175,HAT-P-13,Transit,2,2.91625,0.000015,-0.000015,0,,,,,0.0133,0.0041,-0.0041,0,0.851,0.038,-0.038,0,,,,,1.272,0.065,-0.065,0,,,,,83.4,0.68,-0.68,0,1,0,5653,90,-90,0,0,1.22,0.05,-0.1,0,0,1.56,0.08,-0.08,0,0
176,HAT-P-13,Radial Velocity,2,446.27,0.22,-0.22,0,,,,,0.6616,0.0054,-0.0054,0,,,,,14.28,0.28,-0.28,0,,,,,,,,,,,,,0,0,5653,90,-90,0,0,1.22,0.05,-0.1,0,0,1.56,0.08,-0.08,0,0
177,HAT-P-14,Transit,1,4.627669,0.000005,-0.000005,0,0.0606,0.0007,-0.0007,0,0.107,0.013,-0.013,0,2.232,0.059,-0.059,0,,,,,1.15,0.052,-0.052,0,1.82,0.24,-0.24,0,83.5,0.3,-0.3,0,0,0,6600,90,-90,0,0,1.39,0.04,-0.04,0,0,1.47,0.05,-0.05,0,0
178,HAT-P-15,Transit,1,10.863502,0.000027,-0.000027,0,0.0964,0.0014,-0.0014,0,0.19,0.019,-0.019,0,1.946,0.066,-0.066,0,,,,,1.072,0.043,-0.043,0,1.96,0.22,-0.22,0,89.1,0.2,-0.2,0,0,0,5568,90,-90,0,0,1.01,0.04,-0.04,0,0,1.08,0.04,-0.04,0,0
179,HAT-P-16,Transit,1,2.77596,0.000003,-0.000003,0,0.0413,0.0004,-0.0004,0,0.036,0.004,-0.004,0,4.193,0.094,-0.094,0,,,,,1.289,0.066,-0.066,0,2.42,0.35,-0.35,0,86.6,0.7,-0.7,0,0,0,6140,72,-72,0,0,1.22,0.06,-0.06,0,0,1.16,0.03,-0.03,0,0
180,HAT-P-17,Transit,2,10.338523,0.000009,-0.000009,0,0.0882,0.0014,-0.0014,0,0.342,0.006,-0.006,0,0.534,0.018,-0.018,0,,,,,1.01,0.029,-0.029,0,0.64,0.05,-0.05,0,89.2,0.2,-0.1,0,0,0,5246,80,-80,0,0,0.86,0.04,-0.04,0,0,0.84,0.02,-0.02,0,0
181,HAT-P-17,Radial Velocity,2,5584,7700,-2100,0,5.6,3.5,-1.4,0,0.39,0.23,-0.17,0,,,,,3.4,1.1,-0.7,0,,,,,,,,,,,,,0,0,5246,80,-80,0,0,0.86,0.04,-0.04,0,0,0.84,0.02,-0.02,0,0
182,HAT-P-18,Transit,1,5.508023,0.000006,-0.000006,0,0.0559,0.0007,-0.0007,0,0.084,0.048,-0.048,0,0.197,0.013,-0.013,0,,,,,0.995,0.052,-0.052,0,0.25,0.04,-0.04,0,88.8,0.3,-0.3,0,0,0,4803,80,-80,0,0,0.77,0.03,-0.03,0,0,0.75,0.04,-0.04,0,0
183,HAT-P-19,Transit,1,4.008778,0.000006,-0.000006,0,0.0466,0.0008,-0.0008,0,0.067,0.042,-0.042,0,0.292,0.018,-0.018,0,,,,,1.132,0.072,-0.072,0,0.25,0.04,-0.04,0,88.2,0.4,-0.4,0,0,0,4990,130,-130,0,0,0.84,0.04,-0.04,0,0,0.82,0.05,-0.05,0,0
184,HAT-P-20,Transit,1,2.875317,0.000004,-0.000004,0,0.0361,0.0005,-0.0005,0,0.015,0.005,-0.005,0,7.246,0.187,-0.187,0,,,,,0.867,0.033,-0.033,0,13.78,1.5,-1.5,0,86.8,0.2,-0.2,0,0,0,4595,80,-80,0,0,0.76,0.03,-0.03,0,0,0.69,0.02,-0.02,0,0
185,HAT-P-21,Transit,1,4.124481,0.000007,-0.000007,0,0.0494,0.0007,-0.0007,0,0.228,0.016,-0.016,0,4.063,0.161,-0.161,0,,,,,1.024,0.092,-0.092,0,4.68,1.59,-0.99,0,87.2,0.7,-0.7,0,0,0,5588,80,-80,0,0,0.95,0.04,-0.04,0,0,1.1,0.08,-0.08,0,0
186,HAT-P-22,Transit,1,3.21222,0.000009,-0.000009,0,0.0414,0.0005,-0.0005,0,0.016,0.009,-0.009,0,2.147,0.061,-0.061,0,,,,,1.08,0.058,-0.058,0,2.11,0.4,-0.29,0,86.9,0.6,-0.5,0,0,0,5302,80,-80,0,0,0.92,0.04,-0.04,0,0,1.04,0.04,-0.04,0,0
187,HAT-P-23,Transit,1,1.21288287,0.00000017,-0.00000017,0,0.02302,0.00032,-0.00032,0,0,,,0,2.07,0.12,-0.12,0,,,,,1.224,0.037,-0.037,0,1.406,0.129,-0.129,0,85.74,0.95,-0.95,0,0,0,5885,72,-72,0,0,1.1,0.05,-0.05,0,0,1.09,0.03,-0.03,0,0
188,HAT-P-24,Transit,1,3.35524,0.000007,-0.000007,0,0.0465,0.0006,-0.0006,0,0.067,0.024,-0.024,0,0.685,0.033,-0.033,0,,,,,1.242,0.067,-0.067,0,0.44,0.07,-0.07,0,88.6,0.7,-0.7,0,0,0,6373,80,-80,0,0,1.19,0.04,-0.04,0,0,1.32,0.07,-0.07,0,0
189,HAT-P-25,Transit,1,3.652836,0.000019,-0.000019,0,0.0466,0.0005,-0.0005,0,0.032,0.022,-0.022,0,0.567,0.022,-0.022,0,,,,,1.19,0.081,-0.056,0,0.42,0.07,-0.07,0,87.6,0.5,-0.5,0,0,0,5500,80,-80,0,0,1.01,0.03,-0.03,0,0,0.96,0.05,-0.04,0,0
190,HAT-P-26,Transit,1,4.234516,0.000015,-0.000015,0,0.0479,0.0006,-0.0006,0,0.124,0.06,-0.06,0,0.059,0.007,-0.007,0,,,,,0.565,0.072,-0.032,0,0.4,0.1,-0.1,0,88.6,0.5,-0.9,0,0,0,5079,88,-88,0,0,0.82,0.03,-0.03,0,0,0.79,0.1,-0.04,0,0
191,HAT-P-27,Transit,1,3.039577,0.000005,-0.000006,0,0.04,0.0008,-0.0008,0,0,,,0,0.62,0.03,-0.03,0,,,,,1.02,0.07,-0.06,0,,,,,85,0.2,-0.2,0,0,0,5300,90,-90,0,0,0.94,0.04,-0.04,0,0,0.9,0.05,-0.04,0,0
192,HAT-P-28,Transit,1,3.257215,0.000007,-0.000007,0,0.0434,0.0007,-0.0007,0,0.051,0.033,-0.033,0,0.626,0.037,-0.037,0,,,,,1.212,0.113,-0.082,0,0.44,0.09,-0.09,0,88,0.9,-0.9,0,0,0,5680,90,-90,0,0,1.02,0.05,-0.05,0,0,1.1,0.09,-0.07,0,0
193,HAT-P-29,Transit,1,5.723186,0.000049,-0.000049,0,0.0667,0.0008,-0.0008,0,0.095,0.047,-0.047,0,0.778,0.076,-0.04,0,,,,,1.107,0.136,-0.082,0,0.71,0.18,-0.18,0,87.1,0.5,-0.7,0,0,0,6087,88,-88,0,0,1.21,0.05,-0.05,0,0,1.22,0.13,-0.07,0,0
